"","Kod","Nazwa","rok","WYPADKI_DROGOWE_CTAB_ofiary_smiertelne_na_100_wypadkow_osoba"
"25450",3211000,"Powiat policki",2014,11.1
"25451",3212000,"Powiat pyrzycki",2014,20
"25452",3213000,"Powiat sławieński",2014,42.9
"25453",3214000,"Powiat stargardzki",2014,20
"25454",3215000,"Powiat szczecinecki",2014,3
"25455",3216000,"Powiat świdwiński",2014,16
"25456",3217000,"Powiat wałecki",2014,8
"25457",3218000,"Powiat łobeski",2014,4
"25458",3261000,"Powiat m.Koszalin",2014,10.8
"25459",3262000,"Powiat m.Szczecin",2014,2.7
"25460",3263000,"Powiat m.Świnoujście",2014,0
"25461",201000,"Powiat bolesławiecki",2015,6.3
"25462",202000,"Powiat dzierżoniowski",2015,13.2
"25463",203000,"Powiat głogowski",2015,0
"25464",204000,"Powiat górowski",2015,5.6
"25465",205000,"Powiat jaworski",2015,9.6
"25466",206000,"Powiat jeleniogórski",2015,10
"25467",207000,"Powiat kamiennogórski",2015,17.1
"25468",208000,"Powiat kłodzki",2015,8
"25469",209000,"Powiat legnicki",2015,9.1
"25470",210000,"Powiat lubański",2015,14.8
"25471",211000,"Powiat lubiński",2015,15.2
"25472",212000,"Powiat lwówecki",2015,7.7
"25473",213000,"Powiat milicki",2015,2.9
"25474",214000,"Powiat oleśnicki",2015,25.8
"25475",215000,"Powiat oławski",2015,15.2
"25476",216000,"Powiat polkowicki",2015,19.4
"25477",217000,"Powiat strzeliński",2015,10.5
"25478",218000,"Powiat średzki",2015,13.2
"25479",219000,"Powiat świdnicki",2015,6.8
"25480",220000,"Powiat trzebnicki",2015,21.7
"25481",221000,"Powiat wałbrzyski",2015,6.5
"25482",222000,"Powiat wołowski",2015,8.3
"25483",223000,"Powiat wrocławski",2015,7.4
"25484",224000,"Powiat ząbkowicki",2015,2.5
"25485",225000,"Powiat zgorzelecki",2015,36.6
"25486",226000,"Powiat złotoryjski",2015,20
"25487",261000,"Powiat m.Jelenia Góra",2015,6.3
"25488",262000,"Powiat m.Legnica",2015,10.3
"25489",264000,"Powiat m.Wrocław",2015,1.6
"25490",265000,"Powiat m.Wałbrzych od 2013",2015,2.5
"25491",401000,"Powiat aleksandrowski",2015,12.9
"25492",402000,"Powiat brodnicki",2015,14.6
"25493",403000,"Powiat bydgoski",2015,17.6
"25494",404000,"Powiat chełmiński",2015,25
"25495",405000,"Powiat golubsko-dobrzyński",2015,10.5
"25496",406000,"Powiat grudziądzki",2015,33.3
"25497",407000,"Powiat inowrocławski",2015,14.5
"25498",408000,"Powiat lipnowski",2015,17.6
"25499",409000,"Powiat mogileński",2015,21.1
"25500",410000,"Powiat nakielski",2015,8.5
"25501",411000,"Powiat radziejowski",2015,28.6
"25502",412000,"Powiat rypiński",2015,10
"25503",413000,"Powiat sępoleński",2015,33.3
"25504",414000,"Powiat świecki",2015,23.8
"25505",415000,"Powiat toruński",2015,26.9
"25506",416000,"Powiat tucholski",2015,33.3
"25507",417000,"Powiat wąbrzeski",2015,23.8
"25508",418000,"Powiat włocławski",2015,25
"25509",419000,"Powiat żniński",2015,18.4
"25510",461000,"Powiat m.Bydgoszcz",2015,4.5
"25511",462000,"Powiat m.Grudziądz",2015,0
"25512",463000,"Powiat m.Toruń",2015,16.3
"25513",464000,"Powiat m.Włocławek",2015,0
"25514",601000,"Powiat bialski",2015,23.2
"25515",602000,"Powiat biłgorajski",2015,14.9
"25516",603000,"Powiat chełmski",2015,31.3
"25517",604000,"Powiat hrubieszowski",2015,5.6
"25518",605000,"Powiat janowski",2015,25.6
"25519",606000,"Powiat krasnostawski",2015,12.9
"25520",607000,"Powiat kraśnicki",2015,13
"25521",608000,"Powiat lubartowski",2015,26.1
"25522",609000,"Powiat lubelski",2015,20.2
"25523",610000,"Powiat łęczyński",2015,22
"25524",611000,"Powiat łukowski",2015,10.8
"25525",612000,"Powiat opolski",2015,10.3
"25526",613000,"Powiat parczewski",2015,18.2
"25527",614000,"Powiat puławski",2015,10.4
"25528",615000,"Powiat radzyński",2015,16.7
"25529",616000,"Powiat rycki",2015,13.6
"25530",617000,"Powiat świdnicki",2015,9.1
"25531",618000,"Powiat tomaszowski",2015,20.8
"25532",619000,"Powiat włodawski",2015,21.1
"25533",620000,"Powiat zamojski",2015,21.4
"25534",661000,"Powiat m.Biała Podlaska",2015,6.3
"25535",662000,"Powiat m.Chełm",2015,3.4
"25536",663000,"Powiat m.Lublin",2015,7.5
"25537",664000,"Powiat m.Zamość",2015,0
"25538",801000,"Powiat gorzowski",2015,44.8
"25539",802000,"Powiat krośnieński",2015,8
"25540",803000,"Powiat międzyrzecki",2015,10.4
"25541",804000,"Powiat nowosolski",2015,17.9
"25542",805000,"Powiat słubicki",2015,15
"25543",806000,"Powiat strzelecko-drezdenecki",2015,16.2
"25544",807000,"Powiat sulęciński",2015,18.9
"25545",808000,"Powiat świebodziński",2015,6.7
"25546",809000,"Powiat zielonogórski",2015,15.4
"25547",810000,"Powiat żagański",2015,23.3
"25548",811000,"Powiat żarski",2015,9
"25549",812000,"Powiat wschowski",2015,11.8
"25550",861000,"Powiat m.Gorzów Wielkopolski",2015,7.8
"25551",862000,"Powiat m.Zielona Góra",2015,9.6
"25552",1001000,"Powiat bełchatowski",2015,10.7
"25553",1002000,"Powiat kutnowski",2015,3.9
"25554",1003000,"Powiat łaski",2015,5
"25555",1004000,"Powiat łęczycki",2015,13.2
"25556",1005000,"Powiat łowicki",2015,20
"25557",1006000,"Powiat łódzki wschodni",2015,11.3
"25558",1007000,"Powiat opoczyński",2015,6.8
"25559",1008000,"Powiat pabianicki",2015,7.4
"25560",1009000,"Powiat pajęczański",2015,19.2
"25561",1010000,"Powiat piotrkowski",2015,16.3
"25562",1011000,"Powiat poddębicki",2015,10.1
"25563",1012000,"Powiat radomszczański",2015,8.3
"25564",1013000,"Powiat rawski",2015,7.3
"25565",1014000,"Powiat sieradzki",2015,13.9
"25566",1015000,"Powiat skierniewicki",2015,6.9
"25567",1016000,"Powiat tomaszowski",2015,5.6
"25568",1017000,"Powiat wieluński",2015,14.6
"25569",1018000,"Powiat wieruszowski",2015,14.3
"25570",1019000,"Powiat zduńskowolski",2015,4.7
"25571",1020000,"Powiat zgierski",2015,9.8
"25572",1021000,"Powiat brzeziński",2015,13.6
"25573",1061000,"Powiat m.Łódź",2015,1.1
"25574",1062000,"Powiat m.Piotrków Trybunalski",2015,8.7
"25575",1063000,"Powiat m.Skierniewice",2015,3
"25576",1201000,"Powiat bocheński",2015,3.2
"25577",1202000,"Powiat brzeski",2015,9.2
"25578",1203000,"Powiat chrzanowski",2015,7.5
"25579",1204000,"Powiat dąbrowski",2015,0
"25580",1205000,"Powiat gorlicki",2015,7.7
"25581",1206000,"Powiat krakowski",2015,3.9
"25582",1207000,"Powiat limanowski",2015,15.9
"25583",1208000,"Powiat miechowski",2015,14.3
"25584",1209000,"Powiat myślenicki",2015,6.1
"25585",1210000,"Powiat nowosądecki",2015,4.3
"25586",1211000,"Powiat nowotarski",2015,9.3
"25587",1212000,"Powiat olkuski",2015,2.8
"25588",1213000,"Powiat oświęcimski",2015,12.7
"25589",1214000,"Powiat proszowicki",2015,5
"25590",1215000,"Powiat suski",2015,25.5
"25591",1216000,"Powiat tarnowski",2015,13
"25592",1217000,"Powiat tatrzański",2015,2.3
"25593",1218000,"Powiat wadowicki",2015,8
"25594",1219000,"Powiat wielicki",2015,7
"25595",1261000,"Powiat m.Kraków",2015,1.5
"25596",1262000,"Powiat m.Nowy Sącz",2015,1.1
"25597",1263000,"Powiat m.Tarnów",2015,7.6
"25598",1401000,"Powiat białobrzeski",2015,20.6
"25599",1402000,"Powiat ciechanowski",2015,35.7
"25600",1403000,"Powiat garwoliński",2015,24.4
"25601",1404000,"Powiat gostyniński",2015,2.9
"25602",1405000,"Powiat grodziski",2015,11.3
"25603",1406000,"Powiat grójecki",2015,19.5
"25604",1407000,"Powiat kozienicki",2015,9.9
"25605",1408000,"Powiat legionowski",2015,14.6
"25606",1409000,"Powiat lipski",2015,15.4
"25607",1410000,"Powiat łosicki",2015,15
"25608",1411000,"Powiat makowski",2015,20
"25609",1412000,"Powiat miński",2015,11.2
"25610",1413000,"Powiat mławski",2015,36.9
"25611",1414000,"Powiat nowodworski",2015,15.5
"25612",1415000,"Powiat ostrołęcki",2015,20.2
"25613",1416000,"Powiat ostrowski",2015,20.4
"25614",1417000,"Powiat otwocki",2015,8.5
"25615",1418000,"Powiat piaseczyński",2015,13.5
"25616",1419000,"Powiat płocki",2015,18.1
"25617",1420000,"Powiat płoński",2015,20.5
"25618",1421000,"Powiat pruszkowski",2015,11.5
"25619",1422000,"Powiat przasnyski",2015,6.3
"25620",1423000,"Powiat przysuski",2015,15.2
"25621",1424000,"Powiat pułtuski",2015,10.5
"25622",1425000,"Powiat radomski",2015,8.7
"25623",1426000,"Powiat siedlecki",2015,26.9
"25624",1427000,"Powiat sierpecki",2015,5.1
"25625",1428000,"Powiat sochaczewski",2015,23
"25626",1429000,"Powiat sokołowski",2015,11.9
"25627",1430000,"Powiat szydłowiecki",2015,18.2
"25628",1432000,"Powiat warszawski zachodni",2015,19.1
"25629",1433000,"Powiat węgrowski",2015,24.2
"25630",1434000,"Powiat wołomiński",2015,18.7
"25631",1435000,"Powiat wyszkowski",2015,14.8
"25632",1436000,"Powiat zwoleński",2015,8.6
"25633",1437000,"Powiat żuromiński",2015,8.7
"25634",1438000,"Powiat żyrardowski",2015,16.5
"25635",1461000,"Powiat m.Ostrołęka",2015,2.9
"25636",1462000,"Powiat m.Płock",2015,4.4
"25637",1463000,"Powiat m.Radom",2015,1.6
"25638",1464000,"Powiat m.Siedlce",2015,9.7
"25639",1465000,"Powiat m. st. Warszawa",2015,6.2
"25640",1601000,"Powiat brzeski",2015,13.3
"25641",1602000,"Powiat głubczycki",2015,25
"25642",1603000,"Powiat kędzierzyńsko-kozielski",2015,13.9
"25643",1604000,"Powiat kluczborski",2015,23.5
"25644",1605000,"Powiat krapkowicki",2015,8.1
"25645",1606000,"Powiat namysłowski",2015,13
"25646",1607000,"Powiat nyski",2015,15.5
"25647",1608000,"Powiat oleski",2015,18.9
"25648",1609000,"Powiat opolski",2015,14.7
"25649",1610000,"Powiat prudnicki",2015,27.3
"25650",1611000,"Powiat strzelecki",2015,28.6
"25651",1661000,"Powiat m.Opole",2015,5.3
"25652",1801000,"Powiat bieszczadzki",2015,0
"25653",1802000,"Powiat brzozowski",2015,36.4
"25654",1803000,"Powiat dębicki",2015,5.2
"25655",1804000,"Powiat jarosławski",2015,25
"25656",1805000,"Powiat jasielski",2015,7.6
"25657",1806000,"Powiat kolbuszowski",2015,20
"25658",1807000,"Powiat krośnieński",2015,11.5
"25659",1808000,"Powiat leżajski",2015,31.8
"25660",1809000,"Powiat lubaczowski",2015,23.1
"25661",1810000,"Powiat łańcucki",2015,1.9
"25662",1811000,"Powiat mielecki",2015,15.7
"25663",1812000,"Powiat niżański",2015,13.3
"25664",1813000,"Powiat przemyski",2015,15
"25665",1814000,"Powiat przeworski",2015,7.4
"25666",1815000,"Powiat ropczycko-sędziszowski",2015,4.1
"25667",1816000,"Powiat rzeszowski",2015,2.8
"25668",1817000,"Powiat sanocki",2015,27.6
"25669",1818000,"Powiat stalowowolski",2015,11.7
"25670",1819000,"Powiat strzyżowski",2015,10.4
"25671",1820000,"Powiat tarnobrzeski",2015,12.8
"25672",1821000,"Powiat leski",2015,11.8
"25673",1861000,"Powiat m.Krosno",2015,8.7
"25674",1862000,"Powiat m.Przemyśl",2015,11.1
"25675",1863000,"Powiat m.Rzeszów",2015,1.3
"25676",1864000,"Powiat m.Tarnobrzeg",2015,9.4
"25677",2001000,"Powiat augustowski",2015,52.9
"25678",2002000,"Powiat białostocki",2015,18.6
"25679",2003000,"Powiat bielski",2015,20
"25680",2004000,"Powiat grajewski",2015,17.6
"25681",2005000,"Powiat hajnowski",2015,8.7
"25682",2006000,"Powiat kolneński",2015,16.7
"25683",2007000,"Powiat łomżyński",2015,16.7
"25684",2008000,"Powiat moniecki",2015,26.9
"25685",2009000,"Powiat sejneński",2015,37.5
"25686",2010000,"Powiat siemiatycki",2015,17.4
"25687",2011000,"Powiat sokólski",2015,23.3
"25688",2012000,"Powiat suwalski",2015,20.8
"25689",2013000,"Powiat wysokomazowiecki",2015,27.3
"25690",2014000,"Powiat zambrowski",2015,36
"25691",2061000,"Powiat m.Białystok",2015,2
"25692",2062000,"Powiat m.Łomża",2015,3.7
"25693",2063000,"Powiat m.Suwałki",2015,12.5
"25694",2201000,"Powiat bytowski",2015,9.5
"25695",2202000,"Powiat chojnicki",2015,4.6
"25696",2203000,"Powiat człuchowski",2015,18.2
"25697",2204000,"Powiat gdański",2015,5.1
"25698",2205000,"Powiat kartuski",2015,7.9
"25699",2206000,"Powiat kościerski",2015,6.8
"25700",2207000,"Powiat kwidzyński",2015,7.8
"25701",2208000,"Powiat lęborski",2015,22.2
"25702",2209000,"Powiat malborski",2015,11
"25703",2210000,"Powiat nowodworski",2015,3.5
"25704",2211000,"Powiat pucki",2015,11.1
"25705",2212000,"Powiat słupski",2015,8.4
"25706",2213000,"Powiat starogardzki",2015,7.7
"25707",2214000,"Powiat tczewski",2015,4.9
"25708",2215000,"Powiat wejherowski",2015,5.4
"25709",2216000,"Powiat sztumski",2015,16.7
"25710",2261000,"Powiat m.Gdańsk",2015,2.6
"25711",2262000,"Powiat m.Gdynia",2015,2.2
"25712",2263000,"Powiat m.Słupsk",2015,2.4
"25713",2264000,"Powiat m.Sopot",2015,0
"25714",2401000,"Powiat będziński",2015,10.5
"25715",2402000,"Powiat bielski",2015,7.1
"25716",2403000,"Powiat cieszyński",2015,8.8
"25717",2404000,"Powiat częstochowski",2015,9.7
"25718",2405000,"Powiat gliwicki",2015,14.8
"25719",2406000,"Powiat kłobucki",2015,14
"25720",2407000,"Powiat lubliniecki",2015,1.9
"25721",2408000,"Powiat mikołowski",2015,2.5
"25722",2409000,"Powiat myszkowski",2015,6.5
"25723",2410000,"Powiat pszczyński",2015,17.6
"25724",2411000,"Powiat raciborski",2015,10.2
"25725",2412000,"Powiat rybnicki",2015,9.4
"25726",2413000,"Powiat tarnogórski",2015,6.6
"25727",2414000,"Powiat bieruńsko-lędziński",2015,11.8
"25728",2415000,"Powiat wodzisławski",2015,3.9
"25729",2416000,"Powiat zawierciański",2015,16.9
"25730",2417000,"Powiat żywiecki",2015,10.2
"25731",2461000,"Powiat m.Bielsko-Biała",2015,5.8
"25732",2462000,"Powiat m.Bytom",2015,5.4
"25733",2463000,"Powiat m.Chorzów",2015,6.3
"25734",2464000,"Powiat m.Częstochowa",2015,2.4
"25735",2465000,"Powiat m.Dąbrowa Górnicza",2015,4
"25736",2466000,"Powiat m.Gliwice",2015,10.2
"25737",2467000,"Powiat m.Jastrzębie-Zdrój",2015,6.1
"25738",2468000,"Powiat m.Jaworzno",2015,4.7
"25739",2469000,"Powiat m.Katowice",2015,4.6
"25740",2470000,"Powiat m.Mysłowice",2015,7.3
"25741",2471000,"Powiat m.Piekary Śląskie",2015,0
"25742",2472000,"Powiat m.Ruda Śląska",2015,4
"25743",2473000,"Powiat m.Rybnik",2015,16.4
"25744",2474000,"Powiat m.Siemianowice Śląskie",2015,4.2
"25745",2475000,"Powiat m.Sosnowiec",2015,1.6
"25746",2476000,"Powiat m.Świętochłowice",2015,7.7
"25747",2477000,"Powiat m.Tychy",2015,3.9
"25748",2478000,"Powiat m.Zabrze",2015,1.1
"25749",2479000,"Powiat m.Żory",2015,2.9
"25750",2601000,"Powiat buski",2015,21.1
"25751",2602000,"Powiat jędrzejowski",2015,4.9
"25752",2603000,"Powiat kazimierski",2015,8.3
"25753",2604000,"Powiat kielecki",2015,10.1
"25754",2605000,"Powiat konecki",2015,9.7
"25755",2606000,"Powiat opatowski",2015,16.7
"25756",2607000,"Powiat ostrowiecki",2015,0
"25757",2608000,"Powiat pińczowski",2015,6.5
"25758",2609000,"Powiat sandomierski",2015,15.7
"25759",2610000,"Powiat skarżyski",2015,2.9
"25760",2611000,"Powiat starachowicki",2015,4.3
"25761",2612000,"Powiat staszowski",2015,12.5
"25762",2613000,"Powiat włoszczowski",2015,12.5
"25763",2661000,"Powiat m.Kielce",2015,3.4
"25764",2801000,"Powiat bartoszycki",2015,27.7
"25765",2802000,"Powiat braniewski",2015,13.2
"25766",2803000,"Powiat działdowski",2015,4.6
"25767",2804000,"Powiat elbląski",2015,5.7
"25768",2805000,"Powiat ełcki",2015,5.7
"25769",2806000,"Powiat giżycki",2015,19.2
"25770",2807000,"Powiat iławski",2015,8.8
"25771",2808000,"Powiat kętrzyński",2015,21.2
"25772",2809000,"Powiat lidzbarski",2015,19.4
"25773",2810000,"Powiat mrągowski",2015,6.3
"25774",2811000,"Powiat nidzicki",2015,32.1
"25775",2812000,"Powiat nowomiejski",2015,9.1
"25776",2813000,"Powiat olecki",2015,12.5
"25777",2814000,"Powiat olsztyński",2015,11.4
"25778",2815000,"Powiat ostródzki",2015,8
"25779",2816000,"Powiat piski",2015,11.9
"25780",2817000,"Powiat szczycieński",2015,11.3
"25781",2818000,"Powiat gołdapski",2015,0
"25782",2819000,"Powiat węgorzewski",2015,14.3
"25783",2861000,"Powiat m.Elbląg",2015,3.3
"25784",2862000,"Powiat m.Olsztyn",2015,1.2
"25785",3001000,"Powiat chodzieski",2015,6.7
"25786",3002000,"Powiat czarnkowsko-trzcianecki",2015,20
"25787",3003000,"Powiat gnieźnieński",2015,26.2
"25788",3004000,"Powiat gostyński",2015,11.6
"25789",3005000,"Powiat grodziski",2015,9.5
"25790",3006000,"Powiat jarociński",2015,19.4
"25791",3007000,"Powiat kaliski",2015,23.8
"25792",3008000,"Powiat kępiński",2015,26.3
"25793",3009000,"Powiat kolski",2015,16.7
"25794",3010000,"Powiat koniński",2015,25
"25795",3011000,"Powiat kościański",2015,9
"25796",3012000,"Powiat krotoszyński",2015,33.3
"25797",3013000,"Powiat leszczyński",2015,1.1
"25798",3014000,"Powiat międzychodzki",2015,6.3
"25799",3015000,"Powiat nowotomyski",2015,11.7
"25800",3016000,"Powiat obornicki",2015,9.5
"25801",3017000,"Powiat ostrowski",2015,15.9
"25802",3018000,"Powiat ostrzeszowski",2015,15.4
"25803",3019000,"Powiat pilski",2015,10.7
"25804",3020000,"Powiat pleszewski",2015,8
"25805",3021000,"Powiat poznański",2015,13.4
"25806",3022000,"Powiat rawicki",2015,1.3
"25807",3023000,"Powiat słupecki",2015,7.1
"25808",3024000,"Powiat szamotulski",2015,21.4
"25809",3025000,"Powiat średzki",2015,18.8
"25810",3026000,"Powiat śremski",2015,12.1
"25811",3027000,"Powiat turecki",2015,16.7
"25812",3028000,"Powiat wągrowiecki",2015,10.3
"25813",3029000,"Powiat wolsztyński",2015,10.7
"25814",3030000,"Powiat wrzesiński",2015,9.1
"25815",3031000,"Powiat złotowski",2015,13.6
"25816",3061000,"Powiat m.Kalisz",2015,4.2
"25817",3062000,"Powiat m.Konin",2015,6.2
"25818",3063000,"Powiat m.Leszno",2015,0
"25819",3064000,"Powiat m.Poznań",2015,4.6
"25820",3201000,"Powiat białogardzki",2015,0
"25821",3202000,"Powiat choszczeński",2015,38.1
"25822",3203000,"Powiat drawski",2015,17.6
"25823",3204000,"Powiat goleniowski",2015,13.3
"25824",3205000,"Powiat gryficki",2015,20
"25825",3206000,"Powiat gryfiński",2015,35.1
"25826",3207000,"Powiat kamieński",2015,27.8
"25827",3208000,"Powiat kołobrzeski",2015,4.6
"25828",3209000,"Powiat koszaliński",2015,33.3
"25829",3210000,"Powiat myśliborski",2015,10.5
"25830",3211000,"Powiat policki",2015,3.6
"25831",3212000,"Powiat pyrzycki",2015,53.3
"25832",3213000,"Powiat sławieński",2015,16.7
"25833",3214000,"Powiat stargardzki",2015,13.9
"25834",3215000,"Powiat szczecinecki",2015,21.9
"25835",3216000,"Powiat świdwiński",2015,20
"25836",3217000,"Powiat wałecki",2015,9.1
"25837",3218000,"Powiat łobeski",2015,7.1
"25838",3261000,"Powiat m.Koszalin",2015,8.6
"25839",3262000,"Powiat m.Szczecin",2015,2.7
"25840",3263000,"Powiat m.Świnoujście",2015,2
"25841",201000,"Powiat bolesławiecki",2016,13.1
"25842",202000,"Powiat dzierżoniowski",2016,16.1
"25843",203000,"Powiat głogowski",2016,17
"25844",204000,"Powiat górowski",2016,7.7
"25845",205000,"Powiat jaworski",2016,13.2
"25846",206000,"Powiat jeleniogórski",2016,25.7
"25847",207000,"Powiat kamiennogórski",2016,16.1
"25848",208000,"Powiat kłodzki",2016,15.6
"25849",209000,"Powiat legnicki",2016,15.6
"25850",210000,"Powiat lubański",2016,13.6
"25851",211000,"Powiat lubiński",2016,12.9
"25852",212000,"Powiat lwówecki",2016,20
"25853",213000,"Powiat milicki",2016,11.4
"25854",214000,"Powiat oleśnicki",2016,20
"25855",215000,"Powiat oławski",2016,14
"25856",216000,"Powiat polkowicki",2016,6.1
"25857",217000,"Powiat strzeliński",2016,5.9
"25858",218000,"Powiat średzki",2016,18.9
"25859",219000,"Powiat świdnicki",2016,9.8
"25860",220000,"Powiat trzebnicki",2016,18.5
"25861",221000,"Powiat wałbrzyski",2016,2.9
"25862",222000,"Powiat wołowski",2016,15
"25863",223000,"Powiat wrocławski",2016,7.7
"25864",224000,"Powiat ząbkowicki",2016,7.5
"25865",225000,"Powiat zgorzelecki",2016,12.9
"25866",226000,"Powiat złotoryjski",2016,20.8
"25867",261000,"Powiat m.Jelenia Góra",2016,22.2
"25868",262000,"Powiat m.Legnica",2016,0
"25869",264000,"Powiat m.Wrocław",2016,3.3
"25870",265000,"Powiat m.Wałbrzych od 2013",2016,2.5
"25871",401000,"Powiat aleksandrowski",2016,17.6
"25872",402000,"Powiat brodnicki",2016,11.3
"25873",403000,"Powiat bydgoski",2016,13
"25874",404000,"Powiat chełmiński",2016,26.1
"25875",405000,"Powiat golubsko-dobrzyński",2016,30.8
"25876",406000,"Powiat grudziądzki",2016,37.9
"25877",407000,"Powiat inowrocławski",2016,21.7
"25878",408000,"Powiat lipnowski",2016,57.1
"25879",409000,"Powiat mogileński",2016,10.7
"25880",410000,"Powiat nakielski",2016,21.4
"25881",411000,"Powiat radziejowski",2016,33.3
"25882",412000,"Powiat rypiński",2016,0
"25883",413000,"Powiat sępoleński",2016,5.9
"25884",414000,"Powiat świecki",2016,45.7
"25885",415000,"Powiat toruński",2016,33.3
"25886",416000,"Powiat tucholski",2016,23.5
"25887",417000,"Powiat wąbrzeski",2016,14.3
"25888",418000,"Powiat włocławski",2016,21.4
"25889",419000,"Powiat żniński",2016,13.6
"25890",461000,"Powiat m.Bydgoszcz",2016,6.1
"25891",462000,"Powiat m.Grudziądz",2016,4.9
"25892",463000,"Powiat m.Toruń",2016,18.2
"25893",464000,"Powiat m.Włocławek",2016,9.3
"25894",601000,"Powiat bialski",2016,18.1
"25895",602000,"Powiat biłgorajski",2016,28.9
"25896",603000,"Powiat chełmski",2016,30.4
"25897",604000,"Powiat hrubieszowski",2016,6.7
"25898",605000,"Powiat janowski",2016,12.2
"25899",606000,"Powiat krasnostawski",2016,24
"25900",607000,"Powiat kraśnicki",2016,8.3
"25901",608000,"Powiat lubartowski",2016,14.6
"25902",609000,"Powiat lubelski",2016,20.2
"25903",610000,"Powiat łęczyński",2016,16.7
"25904",611000,"Powiat łukowski",2016,17.6
"25905",612000,"Powiat opolski",2016,23.7
"25906",613000,"Powiat parczewski",2016,30.8
"25907",614000,"Powiat puławski",2016,13.4
"25908",615000,"Powiat radzyński",2016,12.2
"25909",616000,"Powiat rycki",2016,7.6
"25910",617000,"Powiat świdnicki",2016,20
"25911",618000,"Powiat tomaszowski",2016,6.5
"25912",619000,"Powiat włodawski",2016,15.8
"25913",620000,"Powiat zamojski",2016,25.5
"25914",661000,"Powiat m.Biała Podlaska",2016,8
"25915",662000,"Powiat m.Chełm",2016,11.1
"25916",663000,"Powiat m.Lublin",2016,3.2
"25917",664000,"Powiat m.Zamość",2016,11.5
"25918",801000,"Powiat gorzowski",2016,20.9
"25919",802000,"Powiat krośnieński",2016,6.4
"25920",803000,"Powiat międzyrzecki",2016,22
"25921",804000,"Powiat nowosolski",2016,11.5
"25922",805000,"Powiat słubicki",2016,12.8
"25923",806000,"Powiat strzelecko-drezdenecki",2016,7
"25924",807000,"Powiat sulęciński",2016,17.6
"25925",808000,"Powiat świebodziński",2016,25
"25926",809000,"Powiat zielonogórski",2016,34
"25927",810000,"Powiat żagański",2016,28.6
"25928",811000,"Powiat żarski",2016,6
"25929",812000,"Powiat wschowski",2016,33.3
"25930",861000,"Powiat m.Gorzów Wielkopolski",2016,12.7
"25931",862000,"Powiat m.Zielona Góra",2016,7.3
"25932",1001000,"Powiat bełchatowski",2016,7.3
"25933",1002000,"Powiat kutnowski",2016,5.1
"25934",1003000,"Powiat łaski",2016,23.5
"25935",1004000,"Powiat łęczycki",2016,6.5
"25936",1005000,"Powiat łowicki",2016,12.3
"25937",1006000,"Powiat łódzki wschodni",2016,5.5
"25938",1007000,"Powiat opoczyński",2016,10.1
"25939",1008000,"Powiat pabianicki",2016,9.7
"25940",1009000,"Powiat pajęczański",2016,8.2
"25941",1010000,"Powiat piotrkowski",2016,10.9
"25942",1011000,"Powiat poddębicki",2016,5.1
"25943",1012000,"Powiat radomszczański",2016,6.6
"25944",1013000,"Powiat rawski",2016,2.6
"25945",1014000,"Powiat sieradzki",2016,10
"25946",1015000,"Powiat skierniewicki",2016,6.4
"25947",1016000,"Powiat tomaszowski",2016,4
"25948",1017000,"Powiat wieluński",2016,16.2
"25949",1018000,"Powiat wieruszowski",2016,15
"25950",1019000,"Powiat zduńskowolski",2016,7.9
"25951",1020000,"Powiat zgierski",2016,9.1
"25952",1021000,"Powiat brzeziński",2016,12.7
"25953",1061000,"Powiat m.Łódź",2016,1
"25954",1062000,"Powiat m.Piotrków Trybunalski",2016,2.8
"25955",1063000,"Powiat m.Skierniewice",2016,8.6
"25956",1201000,"Powiat bocheński",2016,6.1
"25957",1202000,"Powiat brzeski",2016,3.6
"25958",1203000,"Powiat chrzanowski",2016,4
"25959",1204000,"Powiat dąbrowski",2016,4.7
"25960",1205000,"Powiat gorlicki",2016,16.1
"25961",1206000,"Powiat krakowski",2016,6
"25962",1207000,"Powiat limanowski",2016,10
"25963",1208000,"Powiat miechowski",2016,15.9
"25964",1209000,"Powiat myślenicki",2016,1.3
"25965",1210000,"Powiat nowosądecki",2016,2.4
"25966",1211000,"Powiat nowotarski",2016,7.8
"25967",1212000,"Powiat olkuski",2016,7
"25968",1213000,"Powiat oświęcimski",2016,4.6
"25969",1214000,"Powiat proszowicki",2016,4.9
"25970",1215000,"Powiat suski",2016,16.9
"25971",1216000,"Powiat tarnowski",2016,21.4
"25972",1217000,"Powiat tatrzański",2016,1.6
"25973",1218000,"Powiat wadowicki",2016,13
"25974",1219000,"Powiat wielicki",2016,7.6
"25975",1261000,"Powiat m.Kraków",2016,1.4
"25976",1262000,"Powiat m.Nowy Sącz",2016,1
"25977",1263000,"Powiat m.Tarnów",2016,6.3
"25978",1401000,"Powiat białobrzeski",2016,20
"25979",1402000,"Powiat ciechanowski",2016,39.4
"25980",1403000,"Powiat garwoliński",2016,14.8
"25981",1404000,"Powiat gostyniński",2016,8.2
"25982",1405000,"Powiat grodziski",2016,9.8
"25983",1406000,"Powiat grójecki",2016,17.9
"25984",1407000,"Powiat kozienicki",2016,18.7
"25985",1408000,"Powiat legionowski",2016,10
"25986",1409000,"Powiat lipski",2016,19.4
"25987",1410000,"Powiat łosicki",2016,13.6
"25988",1411000,"Powiat makowski",2016,20.4
"25989",1412000,"Powiat miński",2016,12.2
"25990",1413000,"Powiat mławski",2016,19.1
